age,monthly_income,assets,deposit,monthly_rent,management_fee,monthly_debt_payment,household_size,region,region_cost_index,is_unemployed,car_value,burden_class
34,2177345,17899834,34064931,571543,65114,0,1,제주,1.04,0,0,1
37,3381924,88766503,82409867,471510,116432,293164,1,제주,1.04,0,0,0
22,1477173,23782702,16856035,321667,98244,0,1,충북,0.86,1,6270710,1
34,2241244,23770936,6291421,180000,119327,1028396,1,충남,0.87,0,0,1
39,3252232,44166846,35982556,556189,36930,0,2,대구,0.93,0,4375484,0
39,3006966,27925008,44506826,458461,93446,5380,1,전남,0.78,0,0,0
31,1950809,41718100,9818380,408939,141340,211004,4,충남,0.87,1,0,2
34,1713909,29551299,4845074,337915,53547,149860,1,경남,0.86,0,0,0
37,2157228,24041463,28020274,347994,178418,297983,1,대구,0.93,0,0,0
36,2313361,31164119,15705307,465604,122200,10842,3,전남,0.78,1,3300578,1
37,1096834,37210774,26338748,469505,108042,0,2,울산,0.94,1,542980,2
36,2068200,56419259,18734136,389771,118521,146711,1,부산,1.02,0,0,0
27,2366274,10115548,16394204,776948,86217,0,1,인천,1.08,0,0,1
34,2920400,26557614,6513822,180000,160448,422320,1,강원,0.84,0,1977331,0
27,2925176,31608076,24726058,337352,120101,0,1,대전,0.98,0,0,0
35,2786704,16401167,5437593,453059,119902,0,1,경기,1.15,0,0,0
36,1959832,31015560,30692093,403942,148062,599514,1,울산,0.94,0,0,1
38,4252895,22096873,26988242,515891,124981,0,1,충남,0.87,0,2281393,0
31,5394695,21609491,23970728,531720,90053,84972,1,대전,0.98,0,0,0
28,1341324,11818347,48030365,424252,113983,36805,2,제주,1.04,0,0,2
22,1563801,100557174,10923421,180000,129304,0,2,전남,0.78,0,0,1
32,4694399,7984671,13567511,575881,116327,386265,2,세종,1.0,0,0,0
30,5990375,17202982,10896664,232419,64041,138421,1,경남,0.86,0,0,0
29,1220908,26828554,19675447,354106,161940,0,1,울산,0.94,0,0,2
33,4330917,28677040,17625239,467438,121623,69126,1,인천,1.08,0,0,0
36,6168341,70843913,16572700,497318,108106,17630,1,서울,1.35,0,0,0
22,929784,6765143,11386533,273204,133927,0,1,경남,0.86,1,3297156,2
28,6015857,6829476,24534264,566809,97806,0,1,제주,1.04,0,6003603,0
34,2825270,26522712,34319379,513975,56194,10768,1,전북,0.8,0,0,0
36,3491863,36983650,12010509,510095,117336,664493,1,경기,1.15,0,0,0
35,2238646,23341238,1102476,195058,136059,384951,1,대구,0.93,0,0,0
35,4690710,61399445,39979916,604407,112382,228817,1,서울,1.35,0,0,0
36,4366475,14242790,9796999,523867,113737,358876,1,서울,1.35,0,0,0
39,6403000,27684074,39812898,418097,106068,0,1,대구,0.93,0,0,0
31,5666676,41465911,28204185,386744,106984,364415,3,강원,0.84,0,2707749,0
24,3038023,24876780,41218547,216412,122534,0,1,경기,1.15,0,12475428,0
30,9000000,67416084,19888169,402289,142891,20950,2,제주,1.04,0,0,0
33,5452000,31847652,38720302,459184,138529,0,2,울산,0.94,0,0,0
21,3848038,6663675,23265637,384968,183668,0,1,대구,0.93,0,8653146,0
34,1986482,65828857,23437299,282147,175104,0,1,세종,1.0,0,5556788,0
30,1579688,54481959,15881136,428202,79083,209277,1,전남,0.78,0,1892977,1
38,1638497,39607808,26607969,190528,105613,230067,1,대전,0.98,0,0,1
23,2041460,113379500,5210014,657238,146999,101063,1,서울,1.35,0,0,1
38,5514504,38242924,16389198,533866,59019,195193,2,서울,1.35,0,0,0
28,3760643,30987319,9973879,427042,121065,0,3,경북,0.82,0,12859984,0
31,2342904,55051954,19261670,476958,87341,323981,1,경기,1.15,0,16610573,0
32,2876913,36987771,5907484,459791,109057,89517,1,충북,0.86,0,0,0
31,2730025,32574356,9069423,596033,112433,0,1,광주,0.91,0,0,1
37,4302359,12102896,4022697,453481,47204,0,2,전남,0.78,0,0,0
22,2090197,5809122,11332271,612507,201929,0,1,경기,1.15,0,3458370,1
34,3544889,10471796,6951489,471076,91989,0,1,경남,0.86,0,0,0
39,3470083,31555072,8380736,180000,161461,0,2,충남,0.87,0,12292433,0
23,2117272,63258345,32067233,398157,55440,0,1,울산,0.94,0,0,0
24,6037465,87101243,17511587,486042,91455,416829,1,부산,1.02,0,0,0
28,2685981,71845750,15387496,537279,142225,159304,1,제주,1.04,0,6658599,0
34,1990248,79720744,45004950,372681,104499,0,1,대전,0.98,0,11962463,1
39,4401212,15795009,23848957,526058,141363,258107,1,세종,1.0,0,9640964,0
35,3122315,33407966,23098521,258996,133588,0,1,광주,0.91,0,11361148,0
35,3635569,16656755,20829590,713018,84753,165834,1,부산,1.02,0,0,0
28,800000,35675988,32645711,461664,154861,411754,2,울산,0.94,1,0,2
32,4325296,21129151,41934586,312067,135198,0,1,인천,1.08,0,0,0
23,7762355,4080912,31175560,764490,70338,117538,2,서울,1.35,0,0,0
28,1772025,38321397,32006528,232032,115325,0,1,대구,0.93,0,20418186,0
22,3551789,12616444,31177685,488773,139342,0,2,경기,1.15,0,0,0
19,2175935,22720938,22371330,419340,108371,0,1,울산,0.94,0,0,0
36,9000000,26558877,11243646,310948,110919,0,2,경북,0.82,0,8299046,0
35,5197530,50460881,10151727,473860,131958,0,1,인천,1.08,0,3843512,0
29,3443360,31868684,5356943,633932,63666,338910,1,서울,1.35,0,0,0
19,1798870,24595107,63527544,287606,109450,0,1,경기,1.15,0,18581524,1
20,944010,67733362,34677924,447952,100063,93706,1,세종,1.0,1,0,2
21,4204013,16334813,11631556,417731,138072,0,3,대구,0.93,0,0,0
34,1697692,40261518,3165313,727049,93430,0,4,세종,1.0,0,0,2
23,1720754,16881343,36784206,772294,189023,0,2,서울,1.35,0,0,2
24,3061604,129724262,13846078,338083,92174,468700,1,대전,0.98,0,4342017,0
37,3230092,68195897,32803579,352895,71700,60729,2,광주,0.91,0,0,0
37,3591447,97765824,7074405,336132,154744,0,2,울산,0.94,0,21379955,0
35,2524759,35607569,10150916,343116,130379,0,1,강원,0.84,0,0,0
25,4530374,59841960,12016053,462204,121586,0,1,전남,0.78,0,0,0
31,2105517,15548347,28379998,379703,103075,157931,1,울산,0.94,0,10240054,0
23,3993223,6661896,8318255,303895,96542,0,1,경북,0.82,0,0,0
37,3344153,29580831,23113508,437238,125387,496966,1,강원,0.84,0,0,0
20,3948835,32213242,3948065,180000,91423,367449,2,대구,0.93,0,6355099,0
34,5070304,71356841,17651391,397232,175550,0,1,부산,1.02,0,0,0
29,2507657,30874317,49088255,562098,120706,0,1,대전,0.98,0,14990733,1
34,2295334,28130564,56396121,499701,100255,0,1,충북,0.86,0,0,1
28,1475700,50707336,37676864,549270,96783,128765,2,대구,0.93,0,0,2
22,1280142,80323916,2630507,233507,67105,0,3,경남,0.86,0,3955605,2
34,2827726,58481819,15931859,275683,137540,0,2,세종,1.0,0,0,0
32,2912194,40727862,14563270,293991,81159,48212,1,경북,0.82,0,16787368,0
28,1911954,60176901,32041282,356122,104631,0,1,충남,0.87,0,0,1
26,2097128,56185790,19637859,328254,200721,116477,1,대전,0.98,0,1151904,0
26,5872185,50692431,7176816,240317,49312,0,1,부산,1.02,0,0,0
29,4444879,59155933,32786043,445522,104123,300298,1,전북,0.8,0,0,0
24,1772960,33009667,58700059,463568,63664,0,1,대전,0.98,0,0,1
24,2521697,92178311,30481146,305533,91656,257670,1,대구,0.93,0,0,0
24,3631779,6841368,8367012,486093,103937,0,1,경남,0.86,0,0,0
19,2329766,41699313,69960955,478435,66371,0,2,세종,1.0,0,0,1
38,2154164,24104077,47254770,232882,134019,0,1,서울,1.35,0,0,0
23,2637142,30416003,30843660,504433,163395,832213,1,세종,1.0,0,0,1
22,4875028,7412845,54598669,340764,122330,0,1,울산,0.94,0,0,0
22,5069003,17825889,29290880,180000,137449,0,1,경북,0.82,0,0,0
39,2223093,34575679,13172515,491060,164448,166960,1,전북,0.8,0,909517,1
29,3717973,42894450,54054012,398232,133690,0,1,부산,1.02,0,3011782,0
25,3041603,17076120,8432453,277780,31317,0,1,인천,1.08,0,0,0
27,1977039,22962115,8008483,444248,115188,0,1,충북,0.86,0,8803307,0
20,2684245,48128424,15520215,632551,32118,0,1,서울,1.35,0,0,0
25,1770958,65496534,20154440,499351,86279,0,2,대전,0.98,0,0,1
24,5029172,19293843,24933809,204104,61296,0,2,인천,1.08,0,0,0
35,5945916,76338742,20976803,558274,129252,0,1,서울,1.35,0,0,0
20,2556388,45675817,13957135,248070,77515,0,1,경남,0.86,0,2516191,0
27,2307207,72943438,27604442,471573,125813,0,1,경기,1.15,0,8366635,0
35,4800006,37053080,10562809,387285,147043,0,1,서울,1.35,0,0,0
36,5145310,33129334,24822653,211187,75380,156694,1,경남,0.86,0,0,0
29,1888806,29961012,1032111,685478,121234,0,1,부산,1.02,0,0,1
23,2861890,37112322,14345066,499018,25000,0,1,전남,0.78,0,0,0
26,2973674,29732252,15413293,739466,67461,0,3,서울,1.35,0,0,0
23,2189576,28992667,73401181,581365,158126,579834,1,인천,1.08,0,0,2
32,3600648,53558667,16697867,259722,84431,54960,2,경기,1.15,0,3652751,0
25,2257290,17519339,16516381,340278,89221,469001,1,전북,0.8,0,43636203,0
32,2417731,39960597,13035285,414971,80297,130342,1,충북,0.86,0,0,0
32,2919943,11585824,6456210,406724,51337,0,3,세종,1.0,0,0,0
38,800000,32858409,5753616,180000,74272,1094815,1,대구,0.93,1,0,2
26,1259691,20687929,5832769,649875,115098,237067,1,경기,1.15,0,0,2
39,4526725,35262166,15257466,452269,94995,0,3,강원,0.84,0,0,0
27,2218436,10348758,14299160,371302,150004,220283,1,부산,1.02,0,23133684,0
33,7637980,24418982,2577411,513973,87270,369167,1,충북,0.86,0,8949975,0
32,3905249,43489040,53701825,334392,108719,0,1,충남,0.87,1,0,0
36,2453108,21753789,25300475,427955,89000,0,1,경북,0.82,0,0,0
28,8338926,7159233,20984644,310882,144688,136636,1,세종,1.0,0,1186710,0
35,4564453,49562922,2300472,662809,69542,61948,1,서울,1.35,0,0,0
26,2310945,109174605,23587473,430649,127179,0,2,대구,0.93,0,2807140,1
29,1004963,19012690,16424800,326223,122212,0,1,경북,0.82,0,1112834,2
29,4100251,96208107,30024085,180000,79735,119151,1,강원,0.84,0,4693625,0
33,1562470,6310076,8168501,413501,105444,0,1,충북,0.86,1,0,1
31,1403631,43974781,11356894,454870,124224,0,1,울산,0.94,1,18207164,1
20,2764174,13523598,24416203,338433,89548,0,2,인천,1.08,0,0,0
35,1865041,110799821,10017686,464426,83977,12596,1,경남,0.86,0,0,1
34,1621285,26829390,19569465,366361,64120,0,1,전남,0.78,1,0,2
21,4132967,15952395,6514689,533008,183662,0,2,제주,1.04,0,136276,0
39,2618915,64559254,13925900,310769,91697,0,2,경북,0.82,0,0,0
32,2612119,52608405,8969856,191170,67550,0,2,대구,0.93,0,8416984,0
20,1586936,69606855,32011618,180000,48576,0,1,대구,0.93,0,10111188,0
29,3171986,37303618,67445442,415255,82363,0,1,대구,0.93,0,0,0
36,1890820,26430101,51839853,180000,118262,0,1,경남,0.86,0,0,0
24,4527219,61075610,2135005,283439,99539,0,1,강원,0.84,0,13900659,0
38,2224380,31888635,25216239,512282,122952,62527,2,울산,0.94,0,0,1
27,2685827,9187357,9876718,183592,137915,214717,1,제주,1.04,0,920534,0
23,7734219,39333577,5234430,180000,103638,0,1,충북,0.86,0,0,0
26,2673303,57418890,22575634,472353,104456,512927,2,경남,0.86,0,4419717,1
30,2523620,8318045,6334054,489412,167680,0,3,제주,1.04,0,0,2
33,3923402,38258722,49117871,187878,141082,488866,1,경기,1.15,0,18829750,0
38,1415495,57351142,24281346,327076,123478,0,3,광주,0.91,0,1829242,2
23,2502249,16578863,29131538,350235,95592,46136,1,전북,0.8,1,0,0
39,4676434,97624481,17663540,187812,130800,188298,1,전남,0.78,0,0,0
30,3821549,17594764,5749386,302619,126091,0,1,인천,1.08,0,0,0
21,800000,14960629,13278435,210064,122573,0,4,대전,0.98,0,7286914,2
38,2728070,31586181,40591437,440053,133583,415688,2,강원,0.84,0,9277641,0
26,1080490,12089765,12844004,485610,118573,502434,1,전남,0.78,1,0,2
32,4945646,20142596,17807696,612111,62126,0,1,경기,1.15,0,0,0
33,4795811,36788177,44889807,494248,110834,0,1,충북,0.86,0,1237107,0
19,3603789,12180508,21611224,596718,72533,95682,1,대전,0.98,0,10879334,0
23,1818121,42503516,45535609,197325,134605,536183,2,부산,1.02,0,2899503,2
33,5799015,11231998,16696420,576791,57105,0,1,세종,1.0,0,0,0
25,2724730,12834389,7132727,444822,109593,0,2,울산,0.94,0,0,0
19,6628981,91271332,14081071,636702,110944,76484,1,충북,0.86,0,0,0
19,1290127,14527176,19668999,884262,71416,593949,1,대전,0.98,1,0,2
36,3792665,35731812,32401330,285108,104322,0,1,전남,0.78,0,0,0
22,2502301,28161311,32926088,443353,142170,0,4,경기,1.15,0,3413099,1
21,5585268,9819425,15295220,307598,88557,0,1,경북,0.82,0,0,0
30,3962076,19615905,21429439,607779,129833,62769,1,서울,1.35,0,13821533,0
21,5672245,35680155,56098185,311949,125367,367390,1,전북,0.8,0,18051542,0
32,3291964,17522179,26306359,772020,74201,422061,2,대전,0.98,0,0,0
30,2988929,16076267,48854467,363975,111466,0,2,광주,0.91,0,0,0
32,3939475,17833006,12473024,555296,112320,0,2,서울,1.35,0,10841062,0
29,5671389,72455162,11273717,391502,108621,487049,1,충남,0.87,0,9391614,0
35,4722495,66507600,45173657,319436,57617,123210,2,인천,1.08,0,11234420,0
32,3236776,36731543,6916619,180000,59882,126970,1,충남,0.87,0,0,0
27,1372368,24488658,6718258,344600,150302,237282,1,전북,0.8,0,0,2
19,4321522,29189954,5679120,690756,134510,220040,1,경북,0.82,0,3059172,0
24,1642958,37723061,9113149,480438,115304,0,1,전북,0.8,0,0,1
21,3096257,37920276,22348149,357850,143117,38151,4,대전,0.98,0,0,0
19,2901890,14782903,22721236,384747,61194,718654,4,전북,0.8,0,12203561,1
24,1657816,19219488,17352324,695314,100095,0,1,경북,0.82,0,0,2
23,3579839,17551803,13697047,464168,100324,0,1,대전,0.98,0,0,0
20,7702140,32619551,20802076,352067,86804,0,2,인천,1.08,0,0,0
25,2666379,67547109,46500996,334397,69241,418517,4,경남,0.86,0,0,1
29,4239604,31337648,20303849,559739,159826,0,2,인천,1.08,0,42798538,0
22,4565789,28496314,11233501,441350,86892,0,1,충북,0.86,1,0,0
24,4419671,12190908,872771,631738,126232,0,1,대구,0.93,0,0,0
19,2311413,4744241,18771134,489163,125389,0,2,인천,1.08,0,0,0
20,1445428,18734143,31540400,180000,143750,0,2,전남,0.78,1,13333645,1
22,3750455,43978736,3124194,565979,139456,0,2,인천,1.08,0,0,0
28,5650145,16605118,4454552,455841,98376,0,1,충남,0.87,0,815637,0
32,5140669,10338421,10220725,437251,64862,46206,1,충남,0.87,0,28893878,0
35,926901,49333290,11753307,405964,146532,666646,1,경기,1.15,0,0,2
32,2110603,41974323,21905336,739457,156527,0,2,인천,1.08,0,0,2
31,2959529,18656312,50750776,180000,193370,0,1,전남,0.78,0,0,0
38,800000,20155550,6512572,326463,146230,333368,1,세종,1.0,1,0,2
24,800000,20079194,10808855,458331,91401,0,2,인천,1.08,0,278819,2
35,2232508,23771818,16801600,639300,95066,0,2,제주,1.04,0,4637479,1
38,3045268,88811705,8610510,607376,37786,0,1,대구,0.93,0,0,0
30,2433351,22482505,27256897,674590,91290,222678,2,서울,1.35,0,6906959,1
36,1986662,41379611,23795963,484349,64510,1036049,1,경남,0.86,0,0,2
21,1096105,22256235,13872912,435078,140282,0,1,서울,1.35,1,9095875,2
37,3534845,41404319,30221258,180000,141993,0,1,강원,0.84,0,0,0
30,2493394,21889100,13904910,414943,191916,0,1,제주,1.04,0,2254429,0
23,5501339,15281726,7705901,501261,216538,0,3,강원,0.84,0,0,0
20,3126640,26291650,3229963,512383,117188,0,2,강원,0.84,0,0,0
34,2096755,23484529,27223962,264090,89622,0,1,광주,0.91,0,0,0
28,1880599,21908813,25184225,332867,100074,0,2,인천,1.08,0,8113583,0
25,2783098,43129824,5142367,543824,84248,264022,1,강원,0.84,0,0,0
27,4922972,62768895,6985373,418004,190950,0,1,경남,0.86,0,10536516,0
39,875003,102474072,25030843,218269,25000,0,2,경기,1.15,1,9440553,2
27,3940745,42970690,23327240,193982,164749,0,1,경북,0.82,0,0,0
20,3176567,32630505,22546119,468965,78013,487395,1,울산,0.94,0,0,0
24,7186698,10924130,25027678,192100,94787,216089,1,강원,0.84,0,3693511,0
22,3607264,55633429,86144238,228270,25000,0,1,인천,1.08,0,0,0
33,2258959,80546695,31358577,222916,145845,0,3,충북,0.86,0,0,1
35,4186146,22448796,31136675,544583,140200,369626,1,부산,1.02,0,0,0
36,4247162,98578477,10438281,418069,72193,76928,1,대구,0.93,0,0,0
32,2571339,68290891,4371249,594878,146364,243287,1,전북,0.8,0,0,0
35,1848960,44872927,65336246,465519,151725,0,2,서울,1.35,0,0,2
27,3840631,25958431,11055827,394532,92123,0,1,울산,0.94,0,0,0
32,3134448,13708679,22230804,411575,37085,0,1,충북,0.86,0,0,0
21,1588873,78874834,3909667,416623,106092,0,1,인천,1.08,0,0,1
30,3402756,9528376,2085624,241259,148018,343852,1,대전,0.98,0,0,0
30,2319229,83881694,35487484,352676,79536,182631,1,대전,0.98,0,0,0
19,1589521,87930007,7805526,294563,146985,0,1,충남,0.87,0,5010548,0
30,2621460,15921897,26700433,426295,82758,0,1,제주,1.04,0,0,0
34,5295178,13554337,7439426,292000,104871,0,1,경북,0.82,0,0,0
26,5127448,18615784,28510707,491778,86662,576703,2,부산,1.02,0,0,0
30,4582501,26296981,22977239,547928,125177,0,1,서울,1.35,0,23005019,0
25,3424350,16730938,19599807,383024,148443,0,1,서울,1.35,0,13757859,0
24,3940605,17241372,20449405,285381,165996,278928,1,충북,0.86,0,0,0
21,3182155,24902900,29040098,295927,121053,0,1,인천,1.08,0,0,0
25,1896423,77256298,10041517,721749,57884,0,2,부산,1.02,0,0,1
35,857400,32737707,21187720,355598,130163,33212,2,경북,0.82,1,0,2
38,2349151,49424127,22531965,437163,97616,460573,2,경북,0.82,0,0,1
32,5571844,15654888,29266874,322703,96864,69596,1,경북,0.82,0,0,0
32,4845830,33650363,41580837,613986,114163,1028988,1,대구,0.93,0,15032379,0
31,1917063,24960159,15147687,208223,128492,261082,1,충북,0.86,0,0,0
28,3120832,43562451,7868107,283959,94445,659458,4,충북,0.86,0,0,1
27,1569071,10115570,7252451,617309,132773,849905,1,부산,1.02,1,0,2
32,2853221,71862771,8861005,309851,122646,622099,3,강원,0.84,0,0,1
35,2422120,23365399,11384297,349635,132359,0,1,세종,1.0,0,0,0
27,5582234,14249578,11916668,331646,140815,0,1,광주,0.91,0,0,0
30,3025305,92707569,13737116,613443,30380,0,2,전북,0.8,0,0,0
28,2173332,34312796,17973174,654361,95393,0,1,충남,0.87,1,0,1
24,3358763,24407006,18210797,419155,103135,0,1,강원,0.84,0,4152707,0
25,1960502,7673644,25659813,358933,98883,0,1,전북,0.8,0,8578853,0
20,3195743,10987964,38537174,416252,77284,0,4,전북,0.8,0,0,0
28,1742864,11302340,18340065,416608,85644,329277,1,강원,0.84,1,2935237,1
33,5745395,30799557,10610124,442785,128703,0,3,대구,0.93,0,0,0
33,1861870,62968267,25258372,272229,123729,0,1,전북,0.8,0,3553732,0
39,1587472,40885999,24062974,251977,108739,206601,1,전북,0.8,0,0,1
19,1827462,27648891,10767918,537475,77740,0,1,제주,1.04,1,0,1
34,4914020,31064214,32904544,470444,143844,0,1,인천,1.08,0,5798393,0
35,3560027,57392496,6632198,628773,138239,91549,3,울산,0.94,0,0,0
28,4086418,24454697,4763163,361137,147855,0,2,경남,0.86,0,0,0
24,1699331,5665637,7509128,332335,84643,761378,3,세종,1.0,0,2107015,2
26,2384971,55410739,33378513,234808,239825,0,4,제주,1.04,0,0,1
33,1186269,14034216,19317171,497959,127402,0,1,서울,1.35,0,0,2
37,2868737,10891817,47418155,359756,93190,262970,1,서울,1.35,0,8317009,0
32,1202650,40735886,40032885,453469,190424,60530,2,전남,0.78,0,0,2
29,5409659,7311732,44975294,293850,136187,0,1,광주,0.91,0,0,0
32,5951926,33081388,10053846,349253,119097,0,2,세종,1.0,0,2513567,0
20,3240146,29290540,13964438,482829,122003,0,1,울산,0.94,0,0,0
31,1591593,39165767,16021568,663587,154903,0,1,광주,0.91,0,0,2
19,3584783,33860182,48808919,263606,117748,0,1,경남,0.86,0,0,0
39,6784011,17502706,11346014,368115,54935,0,1,경기,1.15,0,0,0
37,3742328,61349417,30830127,260781,106530,157069,1,전남,0.78,0,0,0
29,5076818,30008749,22088697,180000,140405,649366,1,경남,0.86,0,19565451,0
26,2475693,19703516,813371,476998,107467,301144,1,충남,0.87,0,4950459,0
34,2097028,15405685,12610682,484147,75540,0,1,광주,0.91,0,0,0
32,2958466,61615695,7142264,436137,112487,68879,1,인천,1.08,0,1451141,0
33,1331969,62160665,11684595,237779,139389,0,1,충남,0.87,0,0,1
29,8074409,18834686,961592,764206,155340,454521,1,울산,0.94,0,2356072,0
23,3238762,36855240,64088879,232682,74939,76772,2,인천,1.08,0,0,0
20,4427584,44066126,11185015,307410,68811,0,1,광주,0.91,0,10029028,0
24,2501006,20312621,14095819,469443,110818,111764,1,제주,1.04,0,26658396,0
30,1570846,57740934,51343059,466026,86210,0,1,대구,0.93,0,26006629,2
27,5630746,57845967,4621252,451202,92204,91018,1,부산,1.02,0,0,0
29,1880953,7866365,23049705,374490,99734,253613,1,충남,0.87,0,0,0
24,3543597,42832681,9065073,546608,139253,0,1,부산,1.02,0,18354745,0
38,3690154,21823950,1900541,833738,79386,0,1,경남,0.86,0,0,0
26,3148546,12957473,23927985,266533,67221,0,1,경북,0.82,0,15819240,0
36,2176614,11164933,47525544,339168,87013,0,1,제주,1.04,0,0,0
27,2859937,30628476,14377345,365228,55969,185807,1,경남,0.86,0,0,0
28,838914,23502035,30440881,477016,112300,0,1,대구,0.93,1,0,2
31,4319277,21371355,10023993,803260,116259,0,1,부산,1.02,0,3303869,0
24,3899728,44958319,26677800,400302,146910,0,1,대전,0.98,0,0,0
23,3022059,173090731,17033826,487724,73629,0,2,울산,0.94,0,0,0
26,1481376,38132138,8970782,180000,112339,0,1,경북,0.82,1,20513515,0
35,7548043,31427755,5036857,376161,119323,0,1,전북,0.8,0,12590829,0
22,1742384,54662699,38755316,336412,54741,53989,1,충북,0.86,0,0,0
28,1569815,14128378,15340127,496903,115709,0,1,경북,0.82,0,0,1
33,2944323,21716106,10922564,315793,117891,0,1,충북,0.86,0,0,0
33,2729671,33083790,12958296,240647,105541,629834,2,광주,0.91,0,23698801,0
28,4889559,32546946,26216396,428240,65833,503899,2,울산,0.94,0,0,0
20,4026799,50360774,31916184,205267,109336,0,1,세종,1.0,0,0,0
19,3088970,74928138,20951152,396382,46833,94203,1,경기,1.15,0,0,0
28,3782128,52532771,20845194,347988,118982,574213,2,전북,0.8,0,1306275,0
36,3752690,85807086,11651899,180000,135097,0,1,충남,0.87,0,0,0
19,7535845,77847393,11979391,321115,99936,0,1,전북,0.8,0,5027938,0
37,3401062,40241321,24817880,565976,153260,181362,2,강원,0.84,0,0,0
33,1306820,29938539,10113998,180000,82760,510182,1,전남,0.78,1,0,2
19,3321768,41616412,6001168,386338,87400,171315,1,제주,1.04,0,0,0
26,989169,6250308,23804808,433774,98731,0,1,강원,0.84,0,6087706,2
23,3007482,50202628,23027856,512736,189905,0,1,울산,0.94,0,0,0
38,4879897,59715188,41530934,477720,105354,0,1,경기,1.15,0,5070254,0
30,3951443,14932067,21849911,304305,182177,121154,1,전남,0.78,0,0,0
25,3467801,70869603,20601810,592393,107573,0,1,경남,0.86,0,0,0
24,4032209,56853348,4251069,430393,80888,0,1,충남,0.87,0,0,0
30,4901503,44105290,14591979,217806,176392,265449,1,경북,0.82,0,0,0
19,5629339,22396420,9399802,385641,114505,0,2,경북,0.82,0,9563993,0
24,3697096,72007830,21715693,311471,96868,0,1,전남,0.78,0,2914131,0
22,2662362,4996975,59234791,310083,142135,242785,2,세종,1.0,0,0,0
32,1127866,27885698,36154454,252075,158955,0,1,경기,1.15,0,5993891,2
33,2328363,46553921,6084621,623199,99356,447287,1,서울,1.35,1,10624203,2
28,3806380,63753156,23329151,518380,144002,0,1,부산,1.02,0,0,0
21,3256930,55693740,10837595,524690,102749,0,1,울산,0.94,0,4995607,0
26,2268864,9834841,24113271,336509,73260,44001,1,전북,0.8,0,0,0
36,4618902,47651026,31985234,392225,85922,132477,2,울산,0.94,0,0,0
23,2730623,29612745,23424690,519086,78681,0,2,서울,1.35,0,0,0
22,3005188,4065973,13355855,587371,115489,0,2,부산,1.02,0,0,0
21,2977448,7879088,24863477,286005,116056,0,1,제주,1.04,0,7185358,0
36,3700907,11427519,10730295,400219,152858,160767,1,제주,1.04,0,0,0
21,1861216,4044926,31650980,265101,140415,425091,1,광주,0.91,0,11206276,1
31,3884673,12170203,21979807,314154,93025,84400,1,전남,0.78,0,0,0
39,2237053,29283280,10092082,536068,100844,0,2,전북,0.8,0,4093713,1
32,2271058,28896371,5749571,234084,86206,0,2,경남,0.86,0,5156929,0
27,4462882,38327938,18889104,409788,112760,0,1,경남,0.86,0,0,0
23,1988299,14363170,34125811,386894,101192,0,2,충북,0.86,0,5673880,1
19,4459434,63214347,30014542,246527,111757,272228,2,광주,0.91,0,0,0
22,3185882,53186744,4873268,369916,160096,0,1,충북,0.86,0,0,0
39,1501377,48739100,25475855,296229,164543,0,2,대전,0.98,0,0,2
22,2351801,83448916,27614777,427250,89705,0,1,대전,0.98,1,11239622,0
19,3485288,31992423,13024172,366096,136109,0,1,충북,0.86,0,0,0
36,3613279,12548096,15770726,571139,131349,0,1,강원,0.84,0,0,0
27,4703260,44845833,26624615,246222,89256,0,1,강원,0.84,0,2313297,0
26,5811313,30134146,18620544,372830,159441,0,1,광주,0.91,0,0,0
34,3325377,22886590,7792503,364014,58269,104630,3,광주,0.91,0,2531427,0
29,3977188,24931566,16761402,789163,157345,0,1,서울,1.35,0,7882588,0
38,3577812,44961261,7569648,324866,104828,356136,1,충북,0.86,0,9511910,0
28,2631906,35302218,29061382,225088,70983,493298,1,강원,0.84,0,0,0
33,1543826,101267801,21698765,262558,102478,71539,1,경남,0.86,0,0,1
37,3345306,42391608,4851136,354767,177729,376894,2,세종,1.0,0,9573241,0
28,5518383,35634913,23318235,323692,198560,0,1,울산,0.94,0,2301561,0
24,3919542,27857720,42094941,353410,88047,0,3,경기,1.15,0,0,0
39,1927357,40831787,15540264,455071,111076,0,1,부산,1.02,0,23382827,1
23,2210796,9249152,23076851,246056,105051,0,1,대전,0.98,1,0,0
19,2669976,16052956,17972297,474988,109353,260109,1,광주,0.91,0,0,0
31,1240569,43651557,5713514,423547,166894,0,1,광주,0.91,0,4360897,2
39,4724871,11728799,22640491,608150,96339,0,3,광주,0.91,0,0,0
20,2031202,21275725,8792225,414681,79793,0,1,전남,0.78,0,0,0
36,6559109,77795882,54440274,464447,98200,0,1,인천,1.08,0,0,0
36,4996233,30941818,5742630,722128,105004,0,1,대전,0.98,0,7097767,0
38,2765407,90914592,19442359,533197,140711,239442,2,인천,1.08,0,0,0
27,3716069,23504763,37393661,368037,115960,0,1,대전,0.98,0,0,0
24,8648852,55820648,10962166,272921,132427,0,1,충남,0.87,0,0,0
29,4688650,32633140,33088512,774390,156752,643804,2,서울,1.35,0,0,0
21,2110811,9440586,124222830,180000,101715,143629,1,대전,0.98,1,3926529,1
36,9000000,103759064,48796671,397707,117252,0,1,서울,1.35,0,15220325,0
32,3208172,15330498,26542291,290443,130066,0,1,제주,1.04,0,26558673,0
29,3916984,19831767,26242940,229805,86031,0,1,전북,0.8,0,0,0
